State,Year,Quarter,Pincode,No_of_Regusers
kerala,2022,3,682025,41047
kerala,2022,3,682020,39537
kerala,2022,3,670645,38662
kerala,2022,3,682035,37065
kerala,2022,3,673592,35697
kerala,2022,3,682032,34936
kerala,2022,3,682301,34880
kerala,2022,4,682042,50726
kerala,2022,4,695001,50448
kerala,2022,4,682024,46703
kerala,2022,4,682025,42979
kerala,2022,4,682020,41421
kerala,2022,4,670645,40256
kerala,2022,4,682035,38857
kerala,2022,4,673592,37241
kerala,2022,4,682032,36609
kerala,2022,4,682301,36567
ladakh,2018,1,194104,2329
ladakh,2018,1,194101,1584
ladakh,2018,1,194201,1397
ladakh,2018,1,194401,670
ladakh,2018,1,194107,641
ladakh,2018,1,194103,458
ladakh,2018,1,194102,353
ladakh,2018,1,194105,259
ladakh,2018,1,194106,255
ladakh,2018,1,194703,241
ladakh,2018,2,194104,3343
ladakh,2018,2,194101,2388
ladakh,2018,2,194201,2112
ladakh,2018,2,194107,984
ladakh,2018,2,194401,943
ladakh,2018,2,194103,655
ladakh,2018,2,194102,511
ladakh,2018,2,194105,361
ladakh,2018,2,194106,357
ladakh,2018,2,194703,342
ladakh,2018,3,194104,4461
ladakh,2018,3,194101,3292
ladakh,2018,3,194201,2882
ladakh,2018,3,194107,1385
ladakh,2018,3,194401,1264
ladakh,2018,3,194103,976
ladakh,2018,3,194102,717
ladakh,2018,3,194105,534
ladakh,2018,3,194106,519
ladakh,2018,3,194703,468
ladakh,2018,4,194104,5767
ladakh,2018,4,194101,4561
ladakh,2018,4,194201,3824
ladakh,2018,4,194107,1913
ladakh,2018,4,194401,1632
ladakh,2018,4,194103,1460
ladakh,2018,4,194102,970
ladakh,2018,4,194105,800
ladakh,2018,4,194106,706
ladakh,2018,4,194703,640
ladakh,2019,1,194104,6985
ladakh,2019,1,194101,5676
ladakh,2019,1,194201,4722
ladakh,2019,1,194107,2336
ladakh,2019,1,194401,1998
ladakh,2019,1,194103,1938
ladakh,2019,1,194102,1275
ladakh,2019,1,194105,1020
ladakh,2019,1,194106,902
ladakh,2019,1,194703,788
ladakh,2019,2,194104,8074
ladakh,2019,2,194101,6990
ladakh,2019,2,194201,5567
ladakh,2019,2,194107,2793
ladakh,2019,2,194103,2432
ladakh,2019,2,194401,2390
ladakh,2019,2,194102,1584
ladakh,2019,2,194105,1258
ladakh,2019,2,194106,1097
ladakh,2019,2,194703,949
ladakh,2019,3,194104,8972
ladakh,2019,3,194101,7968
ladakh,2019,3,194201,6210
ladakh,2019,3,194107,3004
ladakh,2019,3,194103,2647
ladakh,2019,3,194401,2601
ladakh,2019,3,194102,1723
ladakh,2019,3,194105,1386
ladakh,2019,3,194106,1162
ladakh,2019,3,194703,1014
ladakh,2019,4,194104,9875
ladakh,2019,4,194101,8791
ladakh,2019,4,194201,6838
ladakh,2019,4,194107,3321
ladakh,2019,4,194401,2945
ladakh,2019,4,194103,2850
ladakh,2019,4,194102,1873
ladakh,2019,4,194105,1501
ladakh,2019,4,194106,1304
ladakh,2019,4,194703,1054
ladakh,2020,1,194104,10826
ladakh,2020,1,194101,9668
ladakh,2020,1,194201,7470
ladakh,2020,1,194107,3617
ladakh,2020,1,194103,3320
ladakh,2020,1,194401,3216
ladakh,2020,1,194102,2152
ladakh,2020,1,194105,1776
ladakh,2020,1,194106,1403
ladakh,2020,1,194703,1207
ladakh,2020,2,194104,11904
ladakh,2020,2,194101,10546
ladakh,2020,2,194201,8273
ladakh,2020,2,194107,3957
ladakh,2020,2,194103,3885
ladakh,2020,2,194401,3519
ladakh,2020,2,194102,2449
ladakh,2020,2,194105,2060
ladakh,2020,2,194106,1518
ladakh,2020,2,194703,1358
ladakh,2020,3,194104,13038
ladakh,2020,3,194101,11446
ladakh,2020,3,194201,8999
ladakh,2020,3,194103,4416
ladakh,2020,3,194107,4322
ladakh,2020,3,194401,3865
ladakh,2020,3,194102,2748
ladakh,2020,3,194105,2360
ladakh,2020,3,194106,1661
ladakh,2020,3,194703,1526
ladakh,2020,4,194104,14355
ladakh,2020,4,194101,12651
ladakh,2020,4,194201,9940
ladakh,2020,4,194103,5069
ladakh,2020,4,194107,4681
ladakh,2020,4,194401,4313
ladakh,2020,4,194102,3028
ladakh,2020,4,194105,2673
ladakh,2020,4,194106,1803
ladakh,2020,4,194109,1697
ladakh,2021,1,194104,15511
ladakh,2021,1,194101,13620
ladakh,2021,1,194201,10674
ladakh,2021,1,194103,5484
ladakh,2021,1,194107,5026
ladakh,2021,1,194401,4631
ladakh,2021,1,194102,3256
ladakh,2021,1,194105,2886
ladakh,2021,1,194106,1933
ladakh,2021,1,194109,1854
ladakh,2021,2,194104,16585
ladakh,2021,2,194101,14606
ladakh,2021,2,194201,11446
ladakh,2021,2,194103,5935
ladakh,2021,2,194107,5397
ladakh,2021,2,194401,4964
ladakh,2021,2,194102,3499
ladakh,2021,2,194105,3111
ladakh,2021,2,194106,2070
ladakh,2021,2,194109,1998
ladakh,2021,3,194104,17813
ladakh,2021,3,194101,15772
ladakh,2021,3,194201,12397
ladakh,2021,3,194103,6415
ladakh,2021,3,194107,5819
ladakh,2021,3,194401,5438
ladakh,2021,3,194102,3811
ladakh,2021,3,194105,3389
ladakh,2021,3,194106,2243
ladakh,2021,3,194109,2193
ladakh,2021,4,194104,19007
ladakh,2021,4,194101,16834
ladakh,2021,4,194201,13309
ladakh,2021,4,194103,6889
ladakh,2021,4,194107,6240
ladakh,2021,4,194401,5862
ladakh,2021,4,194102,4093
ladakh,2021,4,194105,3639
ladakh,2021,4,194106,2420
ladakh,2021,4,194109,2397
ladakh,2022,1,194104,20154
ladakh,2022,1,194101,17877
ladakh,2022,1,194201,14135
ladakh,2022,1,194103,7324
ladakh,2022,1,194107,6632
ladakh,2022,1,194401,6231
ladakh,2022,1,194102,4370
ladakh,2022,1,194105,3888
ladakh,2022,1,194106,2563
ladakh,2022,1,194109,2545
ladakh,2022,2,194104,21222
ladakh,2022,2,194101,18842
ladakh,2022,2,194201,14911
ladakh,2022,2,194103,7729
ladakh,2022,2,194107,7006
ladakh,2022,2,194401,6571
ladakh,2022,2,194102,4602
ladakh,2022,2,194105,4102
ladakh,2022,2,194106,2710
ladakh,2022,2,194109,2681
ladakh,2022,3,194104,22353
ladakh,2022,3,194101,19786
ladakh,2022,3,194201,15631
ladakh,2022,3,194103,8113
ladakh,2022,3,194107,7342
ladakh,2022,3,194401,6856
ladakh,2022,3,194102,4828
ladakh,2022,3,194105,4306
ladakh,2022,3,194106,2840
ladakh,2022,3,194109,2791
ladakh,2022,4,194104,23418
ladakh,2022,4,194101,20668
ladakh,2022,4,194201,16206
ladakh,2022,4,194103,8405
ladakh,2022,4,194107,7641
ladakh,2022,4,194401,7055
ladakh,2022,4,194102,5020
ladakh,2022,4,194105,4454
ladakh,2022,4,194106,2943
ladakh,2022,4,194109,2832
lakshadweep,2018,1,682555,175
lakshadweep,2018,1,682557,85
lakshadweep,2018,1,682551,78
lakshadweep,2018,1,682559,71
lakshadweep,2018,1,682552,44
lakshadweep,2018,1,682556,37
lakshadweep,2018,1,682554,10
lakshadweep,2018,1,682558,1
lakshadweep,2018,2,682555,246
lakshadweep,2018,2,682551,126
lakshadweep,2018,2,682557,94
lakshadweep,2018,2,682559,82
lakshadweep,2018,2,682552,61
lakshadweep,2018,2,682556,56
lakshadweep,2018,2,682554,18
lakshadweep,2018,2,682558,3
lakshadweep,2018,3,682555,338
lakshadweep,2018,3,682551,175
lakshadweep,2018,3,682557,131
lakshadweep,2018,3,682559,93
lakshadweep,2018,3,682552,86
lakshadweep,2018,3,682556,68
lakshadweep,2018,3,682554,22
lakshadweep,2018,3,682558,5
lakshadweep,2018,4,682555,429
lakshadweep,2018,4,682551,241
lakshadweep,2018,4,682557,148
lakshadweep,2018,4,682559,116
lakshadweep,2018,4,682552,110
lakshadweep,2018,4,682556,84
lakshadweep,2018,4,682554,23
lakshadweep,2018,4,682558,5
lakshadweep,2019,1,682555,549
lakshadweep,2019,1,682551,299
lakshadweep,2019,1,682557,166
lakshadweep,2019,1,682552,132
lakshadweep,2019,1,682559,129
lakshadweep,2019,1,682556,107
lakshadweep,2019,1,682554,29
lakshadweep,2019,1,682558,5
lakshadweep,2019,2,682555,685
lakshadweep,2019,2,682551,367
lakshadweep,2019,2,682557,201
lakshadweep,2019,2,682552,158
lakshadweep,2019,2,682559,155
lakshadweep,2019,2,682556,139
lakshadweep,2019,2,682554,35
lakshadweep,2019,2,682558,7
lakshadweep,2019,3,682555,813
lakshadweep,2019,3,682551,469
lakshadweep,2019,3,682557,243
lakshadweep,2019,3,682552,185
lakshadweep,2019,3,682559,176
lakshadweep,2019,3,682556,173
lakshadweep,2019,3,682554,51
lakshadweep,2019,3,682558,7
lakshadweep,2019,4,682555,923
lakshadweep,2019,4,682551,538
lakshadweep,2019,4,682557,279
lakshadweep,2019,4,682552,212
lakshadweep,2019,4,682559,195
lakshadweep,2019,4,682556,193
lakshadweep,2019,4,682554,77
lakshadweep,2019,4,682558,10
lakshadweep,2020,1,682555,1032
lakshadweep,2020,1,682551,633
lakshadweep,2020,1,682557,332
lakshadweep,2020,1,682552,248
lakshadweep,2020,1,682556,227
lakshadweep,2020,1,682559,200
lakshadweep,2020,1,682554,89
lakshadweep,2020,1,682558,11
lakshadweep,2020,2,682555,1178
lakshadweep,2020,2,682551,744
lakshadweep,2020,2,682557,376
lakshadweep,2020,2,682552,274
lakshadweep,2020,2,682556,271
lakshadweep,2020,2,682559,207
lakshadweep,2020,2,682554,121
lakshadweep,2020,2,682558,16
lakshadweep,2020,3,682555,1334
lakshadweep,2020,3,682551,866
lakshadweep,2020,3,682557,429
lakshadweep,2020,3,682552,323
lakshadweep,2020,3,682556,311
lakshadweep,2020,3,682559,220
lakshadweep,2020,3,682554,142
lakshadweep,2020,3,682558,19
lakshadweep,2020,4,682555,1530
lakshadweep,2020,4,682551,981
lakshadweep,2020,4,682557,480
lakshadweep,2020,4,682552,388
lakshadweep,2020,4,682556,354
lakshadweep,2020,4,682559,256
lakshadweep,2020,4,682554,168
lakshadweep,2020,4,682558,22
lakshadweep,2021,1,682555,1664
lakshadweep,2021,1,682551,1083
lakshadweep,2021,1,682557,524
lakshadweep,2021,1,682552,427
lakshadweep,2021,1,682556,396
lakshadweep,2021,1,682559,276
lakshadweep,2021,1,682554,181
lakshadweep,2021,1,682558,26
lakshadweep,2021,2,682555,1780
lakshadweep,2021,2,682551,1154
lakshadweep,2021,2,682557,559
lakshadweep,2021,2,682552,463
lakshadweep,2021,2,682556,424
lakshadweep,2021,2,682559,295
lakshadweep,2021,2,682554,194
lakshadweep,2021,2,682558,27
lakshadweep,2021,3,682555,1914
lakshadweep,2021,3,682551,1237
lakshadweep,2021,3,682557,607
lakshadweep,2021,3,682552,504
lakshadweep,2021,3,682556,461
lakshadweep,2021,3,682559,321
lakshadweep,2021,3,682554,212
lakshadweep,2021,3,682558,31
lakshadweep,2021,4,682555,2037
lakshadweep,2021,4,682551,1321
lakshadweep,2021,4,682557,654
lakshadweep,2021,4,682552,536
lakshadweep,2021,4,682556,486
lakshadweep,2021,4,682559,339
lakshadweep,2021,4,682554,233
lakshadweep,2021,4,682558,32
lakshadweep,2022,1,682555,2165
lakshadweep,2022,1,682551,1400
lakshadweep,2022,1,682557,692
lakshadweep,2022,1,682552,570
lakshadweep,2022,1,682556,519
lakshadweep,2022,1,682559,363
lakshadweep,2022,1,682554,246
lakshadweep,2022,1,682558,35
lakshadweep,2022,2,682555,2279
lakshadweep,2022,2,682551,1473
lakshadweep,2022,2,682557,732
lakshadweep,2022,2,682552,609
lakshadweep,2022,2,682556,558
lakshadweep,2022,2,682559,379
lakshadweep,2022,2,682554,261
lakshadweep,2022,2,682558,36
lakshadweep,2022,3,682555,2391
lakshadweep,2022,3,682551,1555
lakshadweep,2022,3,682557,766
lakshadweep,2022,3,682552,642
lakshadweep,2022,3,682556,592
lakshadweep,2022,3,682559,389
lakshadweep,2022,3,682554,273
lakshadweep,2022,3,682558,37
lakshadweep,2022,4,682555,2520
lakshadweep,2022,4,682551,1627
lakshadweep,2022,4,682557,797
lakshadweep,2022,4,682552,675
lakshadweep,2022,4,682556,609
lakshadweep,2022,4,682559,409
lakshadweep,2022,4,682554,285
lakshadweep,2022,4,682558,39
madhya-pradesh,2018,1,452001,42977
madhya-pradesh,2018,1,452010,40850
madhya-pradesh,2018,1,455001,37899
madhya-pradesh,2018,1,482002,37645
madhya-pradesh,2018,1,462001,27351
madhya-pradesh,2018,1,482001,26665
madhya-pradesh,2018,1,452016,25256
madhya-pradesh,2018,1,457001,24909
madhya-pradesh,2018,1,485001,24806
madhya-pradesh,2018,1,462022,24661
madhya-pradesh,2018,2,452001,55837
madhya-pradesh,2018,2,452010,52677
madhya-pradesh,2018,2,455001,50091
madhya-pradesh,2018,2,482002,49877
madhya-pradesh,2018,2,462001,36311
madhya-pradesh,2018,2,482001,35303
madhya-pradesh,2018,2,457001,33608
madhya-pradesh,2018,2,452016,32883
madhya-pradesh,2018,2,480001,32800
madhya-pradesh,2018,2,485001,32316
madhya-pradesh,2018,3,452001,67243
madhya-pradesh,2018,3,452010,63537
madhya-pradesh,2018,3,455001,61117
madhya-pradesh,2018,3,482002,60999
madhya-pradesh,2018,3,462001,43609
madhya-pradesh,2018,3,482001,43593
madhya-pradesh,2018,3,457001,41975
madhya-pradesh,2018,3,480001,40061
madhya-pradesh,2018,3,452016,39967
madhya-pradesh,2018,3,485001,39351
madhya-pradesh,2018,4,452001,81206
madhya-pradesh,2018,4,482002,77791
madhya-pradesh,2018,4,452010,76811
madhya-pradesh,2018,4,455001,73952
madhya-pradesh,2018,4,462001,54496
madhya-pradesh,2018,4,482001,54390
madhya-pradesh,2018,4,457001,51238
madhya-pradesh,2018,4,480001,50803
madhya-pradesh,2018,4,485001,50329
madhya-pradesh,2018,4,452016,48626
madhya-pradesh,2019,1,452001,94894
madhya-pradesh,2019,1,482002,92148
madhya-pradesh,2019,1,452010,89541
madhya-pradesh,2019,1,455001,87837
madhya-pradesh,2019,1,462001,65450
madhya-pradesh,2019,1,482001,64389
madhya-pradesh,2019,1,457001,61687
madhya-pradesh,2019,1,480001,60744
madhya-pradesh,2019,1,485001,59332
madhya-pradesh,2019,1,452016,57554
madhya-pradesh,2019,2,452001,108587
madhya-pradesh,2019,2,482002,104846
madhya-pradesh,2019,2,452010,99616
madhya-pradesh,2019,2,455001,98265
madhya-pradesh,2019,2,462001,75250
madhya-pradesh,2019,2,482001,74711
madhya-pradesh,2019,2,457001,70728
madhya-pradesh,2019,2,480001,69139
madhya-pradesh,2019,2,485001,66578
madhya-pradesh,2019,2,452016,65634
madhya-pradesh,2019,3,452001,122796
madhya-pradesh,2019,3,482002,119882
madhya-pradesh,2019,3,452010,110196
madhya-pradesh,2019,3,455001,109090
madhya-pradesh,2019,3,462001,85889
madhya-pradesh,2019,3,482001,85035
madhya-pradesh,2019,3,457001,80045
madhya-pradesh,2019,3,480001,77495
madhya-pradesh,2019,3,485001,74626
madhya-pradesh,2019,3,452016,73956
madhya-pradesh,2019,4,452001,134323
madhya-pradesh,2019,4,482002,134193
madhya-pradesh,2019,4,452010,120352
madhya-pradesh,2019,4,455001,120057
madhya-pradesh,2019,4,462001,96155
madhya-pradesh,2019,4,482001,93550
madhya-pradesh,2019,4,457001,89121
madhya-pradesh,2019,4,480001,85991
madhya-pradesh,2019,4,485001,82766
madhya-pradesh,2019,4,452016,81668
madhya-pradesh,2020,1,482002,146207
madhya-pradesh,2020,1,452001,144699
madhya-pradesh,2020,1,455001,130830
madhya-pradesh,2020,1,452010,129645
madhya-pradesh,2020,1,462001,106091
madhya-pradesh,2020,1,482001,101513
madhya-pradesh,2020,1,457001,98886
madhya-pradesh,2020,1,480001,94636
madhya-pradesh,2020,1,485001,90615
madhya-pradesh,2020,1,452016,89460
madhya-pradesh,2020,2,482002,158954
madhya-pradesh,2020,2,452001,153695
madhya-pradesh,2020,2,455001,144023
madhya-pradesh,2020,2,452010,139367
madhya-pradesh,2020,2,462001,116167
madhya-pradesh,2020,2,457001,111581
madhya-pradesh,2020,2,482001,110268
madhya-pradesh,2020,2,480001,104519
madhya-pradesh,2020,2,452016,98532
madhya-pradesh,2020,2,485001,98080
madhya-pradesh,2020,3,482002,173274
madhya-pradesh,2020,3,452001,162767
madhya-pradesh,2020,3,455001,155823
madhya-pradesh,2020,3,452010,149318
madhya-pradesh,2020,3,462001,127166
madhya-pradesh,2020,3,457001,122974
madhya-pradesh,2020,3,482001,119294
madhya-pradesh,2020,3,480001,114237
madhya-pradesh,2020,3,485001,107317
madhya-pradesh,2020,3,452016,107084
madhya-pradesh,2020,4,482002,188460
madhya-pradesh,2020,4,452001,173333
madhya-pradesh,2020,4,455001,167885
madhya-pradesh,2020,4,452010,160146
madhya-pradesh,2020,4,462001,138574
madhya-pradesh,2020,4,457001,134427
madhya-pradesh,2020,4,482001,128730
madhya-pradesh,2020,4,480001,124525
madhya-pradesh,2020,4,474001,116379
madhya-pradesh,2020,4,452016,116281
madhya-pradesh,2021,1,482002,202915
madhya-pradesh,2021,1,452001,185582
madhya-pradesh,2021,1,455001,180488
madhya-pradesh,2021,1,452010,171754
madhya-pradesh,2021,1,462001,149137
madhya-pradesh,2021,1,457001,145248
madhya-pradesh,2021,1,482001,138100
madhya-pradesh,2021,1,480001,134163
madhya-pradesh,2021,1,474001,125599
madhya-pradesh,2021,1,485001,125104
madhya-pradesh,2021,2,482002,216522
madhya-pradesh,2021,2,452001,198059
madhya-pradesh,2021,2,455001,193208
madhya-pradesh,2021,2,452010,183345
madhya-pradesh,2021,2,462001,159236
madhya-pradesh,2021,2,457001,155865
madhya-pradesh,2021,2,482001,147363
madhya-pradesh,2021,2,480001,143414
madhya-pradesh,2021,2,474001,134469
madhya-pradesh,2021,2,485001,133879
madhya-pradesh,2021,3,482002,231582
madhya-pradesh,2021,3,452001,211664
madhya-pradesh,2021,3,455001,207599
madhya-pradesh,2021,3,452010,196173
madhya-pradesh,2021,3,462001,170393
madhya-pradesh,2021,3,457001,167859
madhya-pradesh,2021,3,482001,157536
madhya-pradesh,2021,3,480001,153878
madhya-pradesh,2021,3,474001,144518
madhya-pradesh,2021,3,485001,143700
madhya-pradesh,2021,4,482002,246911
madhya-pradesh,2021,4,452001,225433
madhya-pradesh,2021,4,455001,222066
madhya-pradesh,2021,4,452010,208931
madhya-pradesh,2021,4,462001,181784
madhya-pradesh,2021,4,457001,179603
madhya-pradesh,2021,4,482001,167796
madhya-pradesh,2021,4,480001,164329
madhya-pradesh,2021,4,474001,154609
madhya-pradesh,2021,4,485001,153628
madhya-pradesh,2022,1,482002,261115
madhya-pradesh,2022,1,452001,238296
madhya-pradesh,2022,1,455001,235768
madhya-pradesh,2022,1,452010,220888
madhya-pradesh,2022,1,462001,192336
madhya-pradesh,2022,1,457001,190837
madhya-pradesh,2022,1,482001,177586
madhya-pradesh,2022,1,480001,174161
madhya-pradesh,2022,1,474001,164039
madhya-pradesh,2022,1,485001,163020
madhya-pradesh,2022,2,482002,274815
madhya-pradesh,2022,2,452001,250461
madhya-pradesh,2022,2,455001,248656
madhya-pradesh,2022,2,452010,232223
madhya-pradesh,2022,2,462001,202395
madhya-pradesh,2022,2,457001,201497
madhya-pradesh,2022,2,482001,186815
madhya-pradesh,2022,2,480001,183624
madhya-pradesh,2022,2,474001,173002
madhya-pradesh,2022,2,485001,172044
madhya-pradesh,2022,3,482002,288913
madhya-pradesh,2022,3,452001,263235
madhya-pradesh,2022,3,455001,262081
madhya-pradesh,2022,3,452010,243950
madhya-pradesh,2022,3,462001,212978
madhya-pradesh,2022,3,457001,212433
madhya-pradesh,2022,3,482001,196282
madhya-pradesh,2022,3,480001,193259
madhya-pradesh,2022,3,474001,182361
madhya-pradesh,2022,3,485001,181296
madhya-pradesh,2022,4,482002,303133
madhya-pradesh,2022,4,452001,276072
madhya-pradesh,2022,4,455001,274876
madhya-pradesh,2022,4,452010,255626
madhya-pradesh,2022,4,462001,223606
madhya-pradesh,2022,4,457001,223077
madhya-pradesh,2022,4,482001,205810
madhya-pradesh,2022,4,480001,202602
madhya-pradesh,2022,4,474001,191690
madhya-pradesh,2022,4,485001,190477
maharashtra,2018,1,410501,55174
maharashtra,2018,1,411057,54638
maharashtra,2018,1,411033,53647
maharashtra,2018,1,411014,52495
maharashtra,2018,1,431003,49627
maharashtra,2018,1,421302,48926
maharashtra,2018,1,421201,46211
maharashtra,2018,1,410206,44726
maharashtra,2018,1,411041,41663
maharashtra,2018,1,411046,41385
maharashtra,2018,2,410501,72841
maharashtra,2018,2,411057,69458
maharashtra,2018,2,411033,68851
maharashtra,2018,2,411014,68126
maharashtra,2018,2,421302,68039
maharashtra,2018,2,431003,64163
maharashtra,2018,2,421201,62765
maharashtra,2018,2,410206,61067
maharashtra,2018,2,411046,54537
maharashtra,2018,2,411041,53923
maharashtra,2018,3,410501,91512
maharashtra,2018,3,421302,88889
maharashtra,2018,3,411057,84490
maharashtra,2018,3,411014,84300
maharashtra,2018,3,411033,82739
maharashtra,2018,3,421201,80013
maharashtra,2018,3,410206,77756
maharashtra,2018,3,431003,76860
maharashtra,2018,3,400072,67915
maharashtra,2018,3,411046,67300
maharashtra,2018,4,421302,130390
maharashtra,2018,4,410501,113676
maharashtra,2018,4,421201,106288
maharashtra,2018,4,411014,106132
maharashtra,2018,4,411057,103325
maharashtra,2018,4,410206,102393
maharashtra,2018,4,411033,102306
maharashtra,2018,4,431003,93461
maharashtra,2018,4,411028,88343
maharashtra,2018,4,400072,87905
maharashtra,2019,1,421302,164019
maharashtra,2019,1,410501,137359
maharashtra,2019,1,421201,133341
maharashtra,2019,1,410206,129314
maharashtra,2019,1,411014,126623
maharashtra,2019,1,411033,123678
maharashtra,2019,1,411057,120482
maharashtra,2019,1,431003,110778
maharashtra,2019,1,400072,105695
maharashtra,2019,1,411028,105603
maharashtra,2019,2,421302,190214
maharashtra,2019,2,410501,156028
maharashtra,2019,2,421201,153146
maharashtra,2019,2,410206,151268
maharashtra,2019,2,411014,143887
maharashtra,2019,2,411033,141507
maharashtra,2019,2,411057,134886
maharashtra,2019,2,431003,124330
maharashtra,2019,2,411046,122222
maharashtra,2019,2,411028,120199
maharashtra,2019,3,421302,217009
maharashtra,2019,3,410501,175465
maharashtra,2019,3,410206,172371
maharashtra,2019,3,421201,171833
maharashtra,2019,3,411014,160987
maharashtra,2019,3,411033,159530
maharashtra,2019,3,411057,149071
maharashtra,2019,3,411046,140288
maharashtra,2019,3,431003,139768
maharashtra,2019,3,411028,134946
maharashtra,2019,4,421302,243170
maharashtra,2019,4,410501,194467
maharashtra,2019,4,410206,190844
maharashtra,2019,4,421201,186756
maharashtra,2019,4,411014,174293
maharashtra,2019,4,411033,173559
maharashtra,2019,4,411057,159468
maharashtra,2019,4,411046,154739
maharashtra,2019,4,431003,154167
maharashtra,2019,4,411028,146715
maharashtra,2020,1,421302,270275
maharashtra,2020,1,410501,212525
maharashtra,2020,1,410206,208988
maharashtra,2020,1,421201,201500
maharashtra,2020,1,411014,186363
maharashtra,2020,1,411033,186165
maharashtra,2020,1,411046,168527
maharashtra,2020,1,411057,168309
maharashtra,2020,1,431003,166778
maharashtra,2020,1,411028,157439
maharashtra,2020,2,421302,298762
maharashtra,2020,2,410206,228984
maharashtra,2020,2,410501,227567
maharashtra,2020,2,421201,219871
maharashtra,2020,2,411033,196984
maharashtra,2020,2,411014,195723
maharashtra,2020,2,411046,180438
maharashtra,2020,2,431003,179082
maharashtra,2020,2,411057,174526
maharashtra,2020,2,421301,171283
maharashtra,2020,3,421302,328833
maharashtra,2020,3,410206,249631
maharashtra,2020,3,410501,246816
maharashtra,2020,3,421201,237605
maharashtra,2020,3,411033,210139
maharashtra,2020,3,411014,207577
maharashtra,2020,3,411046,194368
maharashtra,2020,3,431003,192623
maharashtra,2020,3,421301,186022
maharashtra,2020,3,411057,183054
maharashtra,2020,4,421302,365506
maharashtra,2020,4,410206,275019
maharashtra,2020,4,410501,272167
maharashtra,2020,4,421201,259489
maharashtra,2020,4,411033,226460
maharashtra,2020,4,411014,223378
maharashtra,2020,4,411046,211381
maharashtra,2020,4,431003,207632
maharashtra,2020,4,421301,203721
maharashtra,2020,4,400612,198677
maharashtra,2021,1,421302,396179
maharashtra,2021,1,410206,296340
maharashtra,2021,1,410501,294563
maharashtra,2021,1,421201,278568
maharashtra,2021,1,411033,242613
maharashtra,2021,1,411014,239079
maharashtra,2021,1,411046,227047
maharashtra,2021,1,431003,222366
maharashtra,2021,1,421301,219310
maharashtra,2021,1,400612,215326
maharashtra,2021,2,421302,424376
maharashtra,2021,2,410206,316643
maharashtra,2021,2,410501,314922
maharashtra,2021,2,421201,297460
maharashtra,2021,2,411033,258524
maharashtra,2021,2,411014,254412
maharashtra,2021,2,411046,241933
maharashtra,2021,2,431003,236990
maharashtra,2021,2,421301,234225
maharashtra,2021,2,400612,230486
maharashtra,2021,3,421302,456284
maharashtra,2021,3,410206,339230
maharashtra,2021,3,410501,338109
maharashtra,2021,3,421201,318461
maharashtra,2021,3,411033,276031
maharashtra,2021,3,411014,271372
maharashtra,2021,3,411046,258494
maharashtra,2021,3,431003,253190
maharashtra,2021,3,421301,250903
maharashtra,2021,3,400612,247336
maharashtra,2021,4,421302,488443
maharashtra,2021,4,410501,361651
maharashtra,2021,4,410206,361639
maharashtra,2021,4,421201,339622
maharashtra,2021,4,411033,293493
maharashtra,2021,4,411014,288386
maharashtra,2021,4,411046,275050
maharashtra,2021,4,431003,269570
maharashtra,2021,4,421301,267613
maharashtra,2021,4,400612,264454
maharashtra,2022,1,421302,518716
maharashtra,2022,1,410501,383878
maharashtra,2022,1,410206,382909
maharashtra,2022,1,421201,359195
maharashtra,2022,1,411033,309834
maharashtra,2022,1,411014,304204
maharashtra,2022,1,411046,290395
maharashtra,2022,1,431003,285232
maharashtra,2022,1,421301,283274
maharashtra,2022,1,400612,280349
maharashtra,2022,2,421302,547501
maharashtra,2022,2,410501,405030
maharashtra,2022,2,410206,402926
maharashtra,2022,2,421201,377989
maharashtra,2022,2,411033,325347
maharashtra,2022,2,411014,319102
maharashtra,2022,2,411046,304859
maharashtra,2022,2,431003,299893
maharashtra,2022,2,421301,298201
maharashtra,2022,2,400612,295518
maharashtra,2022,3,421302,577754
maharashtra,2022,3,410501,426978
maharashtra,2022,3,410206,423682
maharashtra,2022,3,421201,397304
maharashtra,2022,3,411033,341226
maharashtra,2022,3,411014,334370
maharashtra,2022,3,411046,319916
maharashtra,2022,3,431003,315106
maharashtra,2022,3,421301,313660
maharashtra,2022,3,400612,311391
maharashtra,2022,4,421302,608005
maharashtra,2022,4,410501,448917
maharashtra,2022,4,410206,443926
maharashtra,2022,4,421201,416996
maharashtra,2022,4,411033,357121
maharashtra,2022,4,411014,349702
maharashtra,2022,4,411046,335006
maharashtra,2022,4,431003,330549
maharashtra,2022,4,421301,329184
maharashtra,2022,4,400612,327401
manipur,2018,1,795004,5825
manipur,2018,1,795001,2063
manipur,2018,1,795138,1608
manipur,2018,1,795008,1230
manipur,2018,1,795133,1211
manipur,2018,1,795002,1189
manipur,2018,1,795130,1034
manipur,2018,1,795149,1034
manipur,2018,1,795009,970
manipur,2018,1,795010,948
manipur,2018,2,795004,8370
manipur,2018,2,795001,3001
manipur,2018,2,795138,2602
manipur,2018,2,795133,1893
manipur,2018,2,795130,1795
manipur,2018,2,795149,1775
manipur,2018,2,795008,1773
manipur,2018,2,795002,1728
manipur,2018,2,795148,1539
manipur,2018,2,795103,1516
manipur,2018,3,795004,10911
manipur,2018,3,795001,4101
manipur,2018,3,795138,3219
manipur,2018,3,795133,2534
manipur,2018,3,795002,2316
manipur,2018,3,795008,2279
manipur,2018,3,795103,2219
